Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Initial,Age_band,Alone,Family_Size
0,1,0,0,0,3.4242626545931514,1,0,3,1,0
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
1,3,0,1,1,2.8273136219290276,0,3,0,0,2
0,3,0,1,0,3.0429354648621403,0,0,2,0,1
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
0,1,0,0,0,3.449987545831587,0,0,3,1,0
0,1,0,0,0,3.9220565011398527,1,0,4,1,0
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,3,0,0,0,2.738146075922933,1,0,2,1,0
1,1,1,1,0,4.37281811610993,1,2,3,0,1
0,3,0,0,0,2.7788192719904172,0,0,2,1,0
0,1,1,1,2,5.027492411162679,0,1,1,0,3
0,3,0,0,0,2.174274334826008,0,0,1,1,0
0,3,0,0,0,2.2682524139135403,0,0,1,1,0
0,3,1,0,0,2.169053700369523,2,2,1,1,0
0,3,1,0,0,2.1551518009143114,2,2,1,1,0
0,3,1,0,0,2.3596740599781727,0,2,2,1,0
1,1,1,0,0,4.471638793363568,0,2,0,1,0
0,1,0,1,0,4.699570861409575,1,0,1,0,1
1,2,1,0,2,3.295836866004329,0,1,2,0,2
1,1,0,0,0,3.3160025355989236,0,0,2,1,0
0,3,0,0,0,3.158063685471443,0,0,1,1,0
1,3,0,0,0,4.051711901657239,0,0,1,1,0
1,3,0,0,0,2.169053700369523,2,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,1,0,0,0,3.3064287218760624,0,0,2,1,0
1,1,1,1,0,4.100989104940769,1,1,3,0,1
0,3,0,0,0,2.139571923732859,0,0,1,1,0
0,1,0,0,0,3.5559421706858756,0,0,2,1,0
1,2,1,0,0,2.4423470353692043,0,1,2,1,0
0,3,0,0,0,3.224857896545748,2,0,2,1,0
1,2,1,1,0,3.295836866004329,0,1,2,0,1
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,1,1,0,0,4.548599834499697,0,2,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
1,1,1,0,1,4.077184839375167,1,1,2,0,1
0,3,0,0,0,2.1076888046179385,1,0,2,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
1,2,1,0,0,2.4423470353692043,0,2,3,1,0
0,1,0,0,0,5.406181146423973,0,0,2,1,0
0,3,0,0,0,2.1888563276657025,0,0,2,1,0
0,2,0,2,1,2.525728644308255,0,0,1,0,3
1,2,1,1,1,3.295836866004329,0,2,0,0,2
0,3,0,0,0,2.1076888046179385,1,0,2,1,0
0,3,0,1,1,2.1076888046179385,1,0,1,0,2
1,3,1,0,2,3.1509523813392697,1,1,2,0,2
0,3,1,0,0,2.2682524139135403,0,2,1,1,0
1,2,1,0,2,3.305053521109253,0,2,0,0,2
0,1,0,0,0,3.3160025355989236,0,0,2,1,0
1,1,1,0,0,4.676792929661058,1,2,1,1,0
0,3,0,0,0,2.740840023925201,0,0,2,1,0
1,1,1,0,2,3.921973336281314,1,2,1,0,2
1,1,1,0,2,4.276666119016055,0,2,2,0,2
0,3,1,4,2,3.4742929367327062,0,2,0,0,6
0,3,1,4,2,3.4742929367327062,0,2,0,0,6
1,2,0,1,0,3.295836866004329,0,0,1,0,1
0,1,0,1,0,4.676792929661058,1,0,3,0,1
0,1,0,0,0,3.295836866004329,0,0,3,1,0
1,2,1,1,0,3.295836866004329,0,1,1,0,1
1,2,0,0,0,2.6988412620169,1,0,2,1,0
0,3,0,1,1,3.0692150503137943,0,0,2,0,2
1,2,0,1,1,3.6309854756950335,0,3,0,0,2
1,1,0,0,2,4.717456363787216,1,0,1,0,2
0,2,0,0,0,3.295836866004329,0,0,1,1,0
0,3,0,0,0,2.17806441028492,2,0,2,1,0
1,3,0,0,0,2.1071782966514356,1,0,1,1,0
1,3,1,0,0,2.1719067693519296,0,2,1,1,0
0,1,0,0,0,3.3160025355989236,0,0,3,1,0
1,1,1,1,0,3.7037680666076866,1,1,2,0,1
0,1,0,0,0,5.4316456135398825,1,0,2,1,0
1,1,1,1,1,4.390118804571218,0,1,2,0,2
1,3,1,1,0,2.91235066461494,0,1,2,0,1
0,3,0,0,0,2.169053700369523,2,0,2,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,2,0,0,0,2.6741486494265287,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
0,3,1,0,0,2.2027647577118348,0,2,1,1,0
0,3,0,2,0,3.224857896545748,0,0,1,0,2
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,3,1,0,4,3.0944457464900235,0,1,1,0,4
0,3,0,0,0,2.1076888046179385,1,0,2,1,0
1,3,0,0,0,2.180891922715322,0,0,1,1,0
1,2,0,0,0,2.4423470353692043,0,0,3,1,0
1,1,1,2,0,3.9604169006172047,0,1,3,0,2
1,1,0,0,0,3.3100867049215847,0,0,2,1,0
1,3,1,0,0,2.169053700369523,2,2,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,0,1,0
0,3,0,0,0,2.740840023925201,0,0,1,1,0
1,2,1,0,0,2.6390573296152584,0,2,2,1,0
1,1,1,1,0,4.041295341132285,0,1,2,0,1
0,3,1,1,0,2.738146075922933,1,1,2,0,1
1,3,0,0,0,2.1888563276657025,0,0,1,1,0
1,2,1,1,1,3.4339872044851463,0,2,1,0,2
1,1,1,1,1,4.717456363787216,1,1,2,0,2
0,2,0,0,0,3.295836866004329,0,0,3,1,0
0,1,0,0,0,3.7166162090855357,1,0,2,1,0
0,3,0,0,0,2.2734137156937657,1,0,2,1,0
1,1,1,0,2,4.390118804571218,0,2,1,0,2
0,2,0,0,0,2.772588722239781,0,0,2,1,0
1,1,0,1,1,4.384523514872469,1,0,3,0,2
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
0,3,0,0,0,2.094945728215801,0,0,2,1,0
1,1,1,1,0,4.37281811610993,1,1,3,0,1
0,3,0,0,0,2.1102132003465894,0,0,2,1,0
0,3,1,0,2,2.169053700369523,2,2,1,0,2
0,2,0,1,0,3.295836866004329,0,0,2,0,1
0,3,0,1,1,3.224857896545748,0,0,2,0,2
1,2,1,0,0,3.526360524616161,0,2,1,1,0
0,3,0,0,0,0.0,0,0,3,1,0
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
1,1,0,1,0,4.0592215752427645,1,0,3,0,1
1,2,1,2,1,3.332204510175204,0,1,1,0,3
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,1,0,0,0,3.770459441106359,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,1,0,0,0,3.3160025355989236,1,0,2,1,0
0,3,0,1,0,2.806386101823072,0,0,2,0,1
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,1,0,0,0,3.449987545831587,0,0,1,1,0
1,2,1,1,2,3.7513658711253766,1,1,1,0,3
1,1,1,0,0,5.039951348430309,0,2,2,1,0
0,3,1,1,5,3.4742929367327062,0,1,2,0,6
0,3,0,0,0,2.085672091430472,0,0,2,1,0
1,3,1,1,0,2.803360380906535,2,2,1,0,1
0,3,0,0,0,2.169053700369523,2,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,2,1,1,2,4.189654742026425,0,2,1,0,3
0,3,0,1,1,2.7343675094195836,0,0,2,0,2
0,3,1,1,0,2.8390784635086144,0,1,1,0,1
1,2,1,2,1,3.6888794541139363,0,2,0,0,3
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,0,1,0,2.737880811060884,1,0,1,0,1
1,1,0,1,0,3.9806942251907276,0,0,2,0,1
1,3,0,1,1,2.8179026130712246,1,0,1,0,2
0,3,0,0,0,2.180891922715322,0,0,1,1,0
0,3,0,0,0,2.8390784635086144,0,0,1,1,0
0,1,0,0,0,3.5061818266142573,0,0,3,1,0
0,2,0,0,0,2.5915163848462583,2,4,3,1,0
1,1,1,0,0,4.368919865004903,0,2,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,3,0,0,0,2.167143305297764,2,0,2,1,0
1,1,0,0,0,3.4339872044851463,0,0,4,1,0
0,3,0,0,0,2.086193694502369,0,0,3,1,0
1,1,0,0,0,3.449987545831587,1,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,3,2,3.3638415951183864,0,2,0,0,5
1,2,1,0,0,2.6390573296152584,0,2,1,1,0
0,3,0,0,0,2.1888563276657025,0,0,1,1,0
0,2,0,1,1,3.305053521109253,0,0,1,0,2
0,3,1,0,5,3.7059209199687877,0,1,2,0,5
0,3,0,1,0,2.8390784635086144,0,0,2,0,1
0,3,0,0,0,2.180891922715322,0,0,1,1,0
1,1,1,0,0,4.252771798816619,1,2,1,1,0
0,3,1,3,2,3.3638415951183864,0,2,0,0,5
1,3,0,0,0,4.051711901657239,0,0,2,1,0
1,3,1,2,1,3.0085645861193133,1,2,0,0,3
1,1,0,1,0,4.353230991152628,1,0,2,0,1
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,1,0,0,0,3.5973122605884456,1,4,3,1,0
0,3,0,0,0,2.145931282948669,0,0,2,1,0
1,3,1,0,0,2.145931282948669,0,2,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
1,2,1,0,1,3.1780538303479453,0,2,1,0,1
0,3,0,0,0,2.2442459824059346,0,0,1,1,0
1,3,1,0,0,2.17806441028492,2,2,1,1,0
0,3,1,0,0,2.0476928433652555,2,2,1,1,0
0,2,0,2,0,4.310799125385514,0,0,1,0,2
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,3,1,1,1,2.803360380906535,2,1,1,0,2
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,1,0,0,2,4.738607824217808,1,0,3,0,2
1,1,0,2,0,4.902678819257607,0,0,3,0,2
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
0,1,0,0,0,3.2804411805263554,0,0,2,1,0
0,3,0,0,0,2.139571923732859,0,0,2,1,0
1,3,0,1,0,2.1888563276657025,0,0,1,0,1
0,2,0,2,0,4.310799125385514,0,0,1,0,2
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,0,0,0,2.1719067693519296,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,1,1,1,0,3.9702919135521215,0,1,2,0,1
1,2,1,1,1,3.6888794541139363,0,1,2,0,2
0,1,0,1,0,3.9702919135521215,0,0,1,0,1
0,2,0,0,0,2.4423470353692043,0,0,4,1,0
1,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
1,3,1,0,0,2.383399810283765,0,2,1,1,0
0,3,1,1,6,3.8691155044168695,0,1,2,0,7
1,1,0,0,1,6.2409173547590955,1,0,2,0,1
0,3,1,0,0,2.212386825075897,2,2,1,1,0
1,1,0,0,0,4.353230991152628,1,0,1,1,0
0,3,0,0,0,2.3248357019288655,0,0,1,1,0
0,3,0,5,2,3.8691155044168695,0,0,0,0,7
0,2,0,1,1,3.6888794541139363,0,0,3,0,2
0,2,0,1,2,3.7513658711253766,1,0,1,0,3
0,3,0,4,1,3.7059209199687877,0,0,0,0,5
0,3,0,0,0,2.4133032309283076,0,0,1,1,0
0,3,0,0,0,2.174274334826008,0,0,1,1,0
1,1,1,0,1,5.358176989945429,0,2,0,0,1
1,1,0,1,0,4.060443010546419,0,0,1,0,1
1,3,1,0,1,2.668387256845834,1,2,0,0,1
1,3,0,0,0,4.051711901657239,0,0,2,1,0
0,3,0,0,0,2.1071782966514356,1,0,1,1,0
0,1,0,0,0,3.3160025355989236,0,4,3,1,0
0,2,0,0,0,2.6741486494265287,0,0,3,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,3,1,0,0,2.167143305297764,2,2,1,1,0
0,1,0,1,1,4.717456363787216,1,0,3,0,2
0,3,0,0,0,2.157559320943788,0,0,2,1,0
1,1,1,1,0,5.4316456135398825,1,1,1,0,1
1,1,0,0,0,3.3064287218760624,0,0,2,1,0
0,3,1,0,1,2.737880811060884,1,2,1,0,1
0,3,0,0,0,2.1681046787623672,2,0,1,1,0
0,3,0,1,0,2.180891922715322,0,0,1,0,1
0,2,0,0,0,3.295836866004329,0,0,2,1,0
1,2,1,0,0,2.6741486494265287,0,1,2,1,0
1,1,0,0,0,3.3064287218760624,0,0,2,1,0
1,1,1,0,0,5.027492411162679,0,2,1,1,0
1,3,0,1,1,2.787834413830345,1,3,0,0,2
1,1,1,0,0,3.9220565011398527,1,2,1,1,0
0,1,0,0,0,3.3160025355989236,0,0,2,1,0
1,1,0,1,0,3.9702919135521215,0,0,2,0,1
0,3,0,0,0,2.349783514823046,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,3,1,0
0,3,0,0,0,2.157559320943788,0,0,1,1,0
1,1,1,0,0,5.4316456135398825,1,2,2,1,0
1,2,1,0,0,2.4423470353692043,0,2,1,1,0
0,3,0,0,0,2.803360380906535,2,0,2,1,0
0,3,0,0,0,2.1719067693519296,0,0,2,1,0
1,2,1,0,1,3.526360524616161,0,2,0,0,1
0,3,0,1,0,2.086193694502369,0,0,1,0,1
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
0,2,0,0,0,2.6390573296152584,0,0,3,1,0
1,1,0,1,0,3.9908341858524357,0,0,1,0,1
0,3,0,0,0,2.2682524139135403,0,0,1,1,0
1,2,1,3,0,3.0910424533583156,0,1,1,0,3
1,3,1,0,0,2.1676241075599285,2,2,1,1,0
0,2,0,1,0,3.295836866004329,0,0,1,0,1
0,3,1,1,0,2.1888563276657025,0,2,1,0,1
1,1,1,0,0,5.358176989945429,0,2,1,1,0
0,3,0,0,0,2.9850504252071306,1,0,0,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,0,0,0,2.8390784635086144,0,0,1,1,0
0,3,1,1,3,3.5660053559634015,0,1,2,0,4
1,1,0,0,0,6.2409173547590955,1,0,2,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
1,1,0,0,0,3.4339872044851463,0,0,2,1,0
0,1,0,1,0,4.380149874661021,0,0,2,0,1
1,1,1,2,2,5.573578872124353,1,2,1,0,4
0,3,0,1,0,2.8390784635086144,0,0,1,0,1
1,3,0,0,0,2.1888563276657025,0,0,1,1,0
0,1,0,1,1,4.276666119016055,0,0,4,0,2
0,3,0,1,1,3.056356895370426,0,0,0,0,2
1,2,1,0,0,2.6390573296152584,0,2,1,1,0
0,1,0,1,0,3.9908341858524357,0,0,1,0,1
0,3,0,0,0,2.169053700369523,2,0,1,1,0
1,2,1,1,1,3.1780538303479453,0,2,0,0,2
1,3,0,0,1,2.600836116795061,0,3,0,0,1
0,3,0,0,0,2.3513752571634776,0,0,2,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,2,1,1,2,4.189654742026425,0,1,2,0,3
1,2,0,1,1,2.740840023925201,0,3,0,0,2
0,3,0,0,0,2.174274334826008,0,0,1,1,0
0,2,0,0,0,2.525728644308255,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,1,1,0,0,4.471638793363568,0,1,2,1,0
0,3,0,0,0,2.740840023925201,0,0,2,1,0
0,3,0,0,0,2.094945728215801,0,0,2,1,0
1,3,0,0,0,2.1076888046179385,1,0,1,1,0
1,1,1,1,2,4.795790545596741,0,1,2,0,3
0,3,0,0,0,2.1719067693519296,0,0,0,1,0
1,1,1,1,0,4.368919865004903,0,1,3,0,1
0,1,0,0,0,3.7037680666076866,1,0,2,1,0
0,3,1,0,0,2.169053700369523,2,2,1,1,0
0,3,0,1,0,3.224857896545748,2,0,2,0,1
0,3,0,0,0,2.236712348843338,0,0,1,1,0
0,3,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,0,0,2.180891922715322,0,0,2,1,0
0,2,1,0,0,2.4423470353692043,0,1,3,1,0
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
1,2,1,1,3,3.1780538303479453,0,1,3,0,4
0,3,0,0,0,2.169053700369523,0,0,1,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
1,3,1,0,0,2.600836116795061,0,2,0,1,0
0,3,0,0,0,2.1676241075599285,2,0,2,1,0
1,1,1,0,1,5.358176989945429,0,1,2,0,1
1,3,1,0,0,2.1076888046179385,1,2,0,1,0
1,1,1,1,0,4.060443010546419,0,1,1,0,1
0,1,0,0,0,3.4339872044851463,0,0,1,1,0
0,3,0,1,2,3.196630215920881,0,0,2,0,3
0,3,0,0,0,2.085672091430472,0,0,1,1,0
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
1,3,1,0,0,2.139571923732859,0,2,1,1,0
0,3,0,4,1,3.405355391810819,2,3,0,0,5
1,3,0,1,2,3.0715352369694915,0,3,0,0,3
0,1,0,0,0,4.384523514872469,1,0,2,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
0,2,0,0,0,3.295836866004329,0,0,0,1,0
0,3,1,8,2,4.256321678298823,0,2,1,0,10
0,1,0,0,0,3.4561841799918147,1,0,2,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
1,1,1,0,0,3.293211199735394,0,0,3,1,0
1,3,1,0,0,2.270402752283094,0,1,1,1,0
0,3,0,0,0,2.1076888046179385,1,0,1,1,0
0,3,1,1,1,3.224857896545748,0,1,1,0,2
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
1,2,1,1,1,3.305053521109253,0,1,1,0,2
1,1,0,1,2,4.795790545596741,0,3,0,0,3
1,3,0,0,1,2.2530481500547457,1,3,0,0,1
1,3,0,0,0,2.076311648670908,0,0,1,1,0
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,0,0,2.1719067693519296,0,2,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
1,1,1,1,0,3.9908341858524357,0,1,2,0,1
0,3,0,0,0,2.1846457951293594,0,0,1,1,0
0,3,0,0,0,3.224857896545748,0,0,2,1,0
0,2,0,0,0,2.4423470353692043,0,0,2,1,0
0,3,1,4,2,3.4742929367327062,0,2,0,0,6
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,0,0,2.1888563276657025,0,2,1,1,0
0,2,0,1,1,3.637696679934592,1,0,1,0,2
0,3,0,0,0,2.008214032391468,0,0,2,1,0
0,3,0,3,2,3.3638415951183864,0,3,0,0,5
1,1,1,1,1,4.548599834499697,0,1,3,0,2
1,3,0,0,0,2.2682524139135403,0,0,1,1,0
0,1,0,0,0,0.0,0,4,2,1,0
1,3,1,0,1,2.600836116795061,0,1,1,0,1
0,3,0,4,1,3.7059209199687877,0,3,0,0,5
0,3,0,0,0,2.0731719286662407,2,0,2,1,0
0,3,0,0,0,4.051711901657239,0,0,2,1,0
1,2,0,0,2,3.637696679934592,1,3,0,0,2
1,3,0,0,0,2.169053700369523,2,0,2,1,0
1,1,1,0,0,4.394449154672438,0,1,3,1,0
1,3,1,1,0,2.737880811060884,1,1,0,0,1
1,2,0,1,1,2.9831534913471307,0,3,0,0,2
0,3,0,0,0,2.1076888046179385,1,0,2,1,0
0,3,0,0,0,2.180891922715322,0,0,1,1,0
0,3,0,0,0,2.2300144001592104,0,0,1,1,0
1,1,1,1,1,4.432699549165613,1,2,2,0,2
0,3,0,0,0,2.2682524139135403,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,3,0,0,0,4.051711901657239,0,0,1,1,0
1,1,0,0,0,3.4242626545931514,1,0,2,1,0
0,3,0,0,0,2.1888563276657025,0,0,1,1,0
0,2,0,0,0,2.4423470353692043,0,0,0,1,0
1,1,1,0,0,3.4657359027997265,1,2,1,1,0
0,3,0,0,0,2.006534770871748,1,0,2,1,0
0,3,0,0,0,2.2682524139135403,0,0,1,1,0
0,3,0,0,0,2.145931282948669,0,0,2,1,0
0,3,0,8,2,4.256321678298823,0,0,2,0,10
0,3,0,0,0,2.1855792552411137,1,0,2,1,0
0,2,0,0,1,3.526360524616161,0,4,1,0,1
1,1,1,1,0,4.500966778400217,1,1,2,0,1
0,3,0,4,2,3.4742929367327062,0,3,0,0,6
0,3,0,0,0,2.1719067693519296,0,0,4,1,0
0,3,1,1,1,2.787834413830345,1,2,0,0,2
1,1,1,0,1,3.698829784967104,0,2,0,0,1
0,2,1,1,0,3.295836866004329,0,1,2,0,1
1,3,1,0,1,2.336986519711378,0,1,1,0,1
1,1,1,1,1,5.11118445372147,0,1,2,0,2
1,1,0,0,0,3.3160025355989236,0,0,3,1,0
1,3,1,0,3,3.0085645861193133,1,1,1,0,3
0,3,0,0,0,2.1076888046179385,1,0,2,1,0
0,3,0,2,0,2.7152442616824506,0,0,2,0,2
0,2,0,1,0,2.525728644308255,0,0,1,0,1
1,1,1,0,0,3.293211199735394,0,1,2,1,0
0,3,1,8,2,4.256321678298823,0,2,1,0,10
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
1,2,1,0,0,2.6390573296152584,0,1,2,1,0
1,2,1,1,0,2.6985586316685946,1,2,1,0,1
0,1,0,0,0,3.941500250945973,0,0,1,1,0
0,3,0,0,0,2.3513752571634776,0,0,2,1,0
1,3,0,1,1,2.495953738718064,0,3,0,0,2
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,1,1,1,1,3.9806942251907276,0,1,2,0,2
0,1,0,0,0,1.791759469228055,0,0,2,1,0
0,3,0,0,0,2.3025850929940455,0,0,2,1,0
1,2,1,1,0,3.2188758248682006,1,1,1,0,1
1,3,1,0,0,2.1071782966514356,1,2,0,1,0
0,3,0,0,0,2.3837779082709782,0,0,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
1,1,1,0,1,4.432699549165613,1,1,3,0,1
1,2,1,0,1,3.295836866004329,0,1,1,0,1
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,3,1,0,0,2.4437981558973862,0,2,1,1,0
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,0,0,0,2.085672091430472,0,0,1,1,0
0,3,1,0,5,3.405355391810819,2,1,2,0,5
0,2,0,0,0,2.6390573296152584,0,4,1,1,0
1,1,1,0,0,3.4339872044851463,0,2,1,1,0
0,3,1,1,2,3.196630215920881,0,2,1,0,3
1,1,0,0,0,3.4339872044851463,1,0,1,1,0
0,3,0,0,0,2.169053700369523,2,0,1,1,0
